"","aHCC-1","aHCC-2","aHCC-3","aHCC-4","aHCC-5","aHCC-6","aHCC-7","aHCC-8","aHCC-9","aHCC-10","aHCC-11","aHCC-12"
"BRD8",7.872317294,8.856056015,7.624768742,7.676015586,7.447472744,8.19793267,7.812500176,7.852656675,8.025528273,8.305775969,8.288368518,8.51863913
"BRD9",9.343920681,9.973237314,10.06978128,10.31503301,9.569465301,9.697756344,9.777699119,8.874879199,9.159415671,9.810666353,10.31587028,9.530335195
"BRI3BP",8.22757124,7.353686563,7.179182809,8.175317266,6.896671602,7.401908499,8.133230027,7.207299331,6.512749904,7.664984529,7.33102735,8.957117918
"BROX",4.703181878,4.598331862,4.700763581,4.496287081,4.58209022,4.669779764,4.884006312,4.544830583,4.470232387,4.652632649,4.69151318,4.403906463
"BTF3",12.51226009,12.21477969,12.31991831,13.29173015,12.9282544,13.40995688,12.57090105,12.67024641,12.76284089,13.2540394,12.8072477,12.99807146
"BUB1B",5.333945997,4.970313169,4.986652681,4.820262437,4.523119822,4.652485612,5.0458892,4.639483253,4.479696933,4.577014718,5.10481748,4.735987134
"BUB3",11.2703651,11.1866365,11.02276313,11.72981236,11.21372457,12.62234706,11.08788917,10.67051445,11.01140301,11.83969745,11.61847188,11.73174027
"BZW2",8.294721925,7.405331921,7.660853899,9.47086339,8.016949376,8.81771848,8.139292585,8.159243436,8.166531446,8.996365531,7.836801784,7.311009502
"C11orf54",10.39832451,10.18723796,9.815516565,8.940936707,9.937959313,10.16220967,9.230626676,10.89495347,10.89495347,10.06302617,10.45059266,10.53019132
"C12orf75",6.812516382,5.942394229,5.868583669,6.897321006,8.886075396,7.977846479,6.569532253,5.612902855,5.697010901,7.862296081,7.34380269,7.496887521
"C15orf40",6.813745646,6.836705013,6.746641726,6.706760197,6.426922267,6.387720185,6.631259497,6.736754735,6.714291061,6.454470749,6.697168465,6.802572129
"C17orf58",9.19115547,9.694257832,9.103723757,9.323733715,9.07675439,10.56107612,10.23577957,9.304790259,9.317139291,8.514260345,10.2422025,9.505635937
"C18orf21",7.492376561,6.495949398,6.681841241,7.606727306,7.28367203,7.759205767,6.953726411,6.903947892,6.646589211,6.693063736,7.003491845,6.833803636
"C18orf54",5.342944602,4.844490129,5.322240708,6.216963291,5.265897828,5.847827737,5.722360051,4.848575478,4.840013269,5.230418015,4.827725413,5.014154999
"C1orf131",9.096211535,8.183689479,7.673338022,9.341559999,8.279991873,8.618507841,8.720284253,8.246896031,8.416003487,8.412384767,8.841924989,8.333791044
"C1orf216",5.41720081,5.147158653,5.503311386,6.2721199,6.28946179,5.656165663,6.638227124,5.748633983,5.412501981,6.835080631,5.656597446,5.673817045
"C1orf35",8.205134521,7.597523328,7.327151317,7.82737477,7.546167016,8.080684071,8.331742156,6.950263955,7.628257023,8.055971946,8.209653294,7.411361999
"C1orf43",10.24593026,9.342162324,9.023846171,9.111214467,8.939925518,9.527913755,9.033277375,9.159929966,9.374684011,8.332160708,9.068124272,8.804727744
"C1orf74",6.82546064,5.809764957,5.670087858,5.479079983,5.539406847,6.568620978,6.602981706,5.190595599,5.685278705,5.468231652,6.530523333,5.604739183
"C1QTNF1",7.650506564,7.76174026,10.45347166,7.470469527,11.21824977,8.931997153,6.217222484,9.600065777,9.623712744,10.21450047,5.989078163,7.955386208
"C1R",10.97725935,9.353892326,10.32032903,9.415890843,11.43362634,11.59414803,9.639465032,12.0950816,10.96198171,8.829347003,10.49916979,8.271470383
"C1RL",10.51224504,9.593215277,9.869913321,9.057907806,11.07835946,11.59414803,9.435086647,12.0950816,10.78783991,8.829347003,10.49916979,9.370006488
"C2orf76",6.2100334,5.50298059,5.657652139,5.647116053,5.619336891,5.266334615,5.497174887,4.703792551,5.726400872,5.604112527,5.109180815,5.775657116
"C3",12.88625052,12.04428436,12.60367393,11.44081333,12.69356379,12.83143157,12.31991831,13.88478851,13.54918483,12.60695312,13.63280846,12.26886494
"C4orf46",4.997506482,4.9007359,4.555132099,5.082097698,4.723180302,4.869623977,5.028898038,4.77025432,4.730444409,4.834039859,5.619765589,4.919530227
"C6",12.67693801,10.18565506,11.83528934,10.45537093,12.92071092,11.846383,12.36313095,14.13245093,13.58877583,11.4178704,13.6203222,9.047745217
"C6orf141",4.781306255,5.711994843,4.964987165,4.986228756,5.646082599,5.465664881,4.670338194,4.621196744,4.655758769,8.2120732,6.364072488,6.525037462
"C6orf62",9.857956042,10.07549859,9.487937111,9.538827634,9.076277243,8.898993726,9.60772942,8.934561403,9.252114315,9.53093316,9.44484982,10.11596909
"C7",5.946120882,7.309144262,9.426455488,5.227908682,10.51224504,6.912337939,4.372567942,7.611924358,7.565935191,5.648241791,5.077435299,5.72348711
"C8A",12.71092728,12.4895645,13.07566606,11.48291252,13.17192734,12.21238156,13.24494061,13.73591776,13.74239459,6.120796438,12.90898364,12.81748548
"C8B",12.64135404,9.769332441,11.5199346,10.99880057,12.72485435,12.6100083,12.79360699,12.71092728,12.71726072,8.834141767,13.45568976,11.5177944
"C9",10.2404776,8.451001262,10.54198242,6.849289712,8.741458527,7.629009815,7.743965841,9.65733731,8.840324354,4.56363077,8.802688391,4.536023545
"CA2",10.6547996,8.345857975,8.610555631,9.232769952,10.79755954,10.1656034,11.62642343,11.17745842,11.06623037,11.07459423,10.54697577,9.900359265
"CACYBP",9.576013053,7.450685157,7.838281535,8.216630909,7.866131768,9.277382618,8.633759021,8.282744395,8.680109828,8.994470545,9.140495789,7.561686245
"CAD",7.367412302,7.06319746,6.808877533,7.861937587,6.535952806,6.983273209,8.396322154,6.141399196,6.735111636,7.463719262,7.23698217,7.424816015
"CALM1",11.73780623,10.65792519,11.3138098,10.51337088,11.09349714,11.49571549,11.41448547,11.39599048,11.20551643,12.34950681,11.78009053,11.06745893
"CALU",8.545603188,8.029862171,8.420013592,10.32032903,8.577724038,9.218965212,9.178978096,8.284480001,8.197136583,9.48082796,8.93687333,8.83361476
"CAMK1",7.567410473,8.013007611,7.283289834,8.316821847,7.390776071,8.261511321,8.292270749,7.991040744,8.002565267,7.515767068,7.795550273,8.519520661
"CAMK2B",7.346097645,8.627271985,5.537408506,5.503884696,6.096746087,5.266038905,6.975969441,8.949912237,8.896550627,5.218208161,5.480246028,5.42709027
"CAMLG",10.87312872,11.36563885,10.824755,10.90277178,11.71975143,11.91716622,11.14441084,11.15156708,11.22684502,11.70940783,10.81175705,11.47065282
"CAMSAP1",6.635185388,6.788504328,6.608089737,7.784779991,6.986379673,8.137731099,7.291135075,6.952061856,6.904581821,8.400089384,6.969611093,6.797944267
"CAMSAP2",7.664619175,7.586786335,7.446020689,7.138338378,7.096743191,7.282278516,7.334719918,6.542833067,6.634274275,8.549452929,6.873933171,7.322866734
"CAND1",6.643228063,6.634540841,5.642112684,6.455940055,5.996397681,6.398569951,6.315866972,5.966767172,5.969725433,6.295695811,6.466075307,6.596469651
"CANX",8.777067349,9.246489368,9.523725243,9.626172234,8.998840426,8.722133795,8.8901593,9.11231971,9.405439624,9.100983359,9.58941914,9.963493753
"CAP2",9.682748768,10.03798115,8.208423578,8.978979469,8.226399602,8.377375016,9.303595472,7.930304256,8.683485495,9.305467868,9.28576082,9.042478414
"CAPRIN1",7.541526282,8.120313773,7.90816553,8.869332716,7.528243702,7.944228976,7.68211759,7.421268273,7.549007434,8.552696076,7.700399436,7.848482622
"CARS2",6.883420988,7.043612045,6.341392641,6.240621987,5.69042825,5.009062725,5.901747231,5.941177766,5.699606334,6.258126598,5.285773992,5.924917125
"CASK",6.600589796,6.941641834,6.076599645,7.175819531,6.836478594,7.352316652,7.545474589,6.178563436,6.740879553,6.676817254,7.681410995,6.506403573
"CASP2",10.05759998,9.905487042,9.743038585,10.56107612,9.782539269,10.36471456,10.72950544,9.009873345,9.06095764,11.17905841,10.04015089,10.05912234
"CAT",11.36718167,11.9615907,11.25570865,10.82995833,11.54388908,12.57090105,11.49035316,12.87554659,13.28663168,10.72491558,13.00657426,11.46432707
"CBLN2",4.657948718,4.572303399,4.574123501,4.459513723,5.574042282,4.685954729,4.409613688,4.745190604,4.611042699,5.870899111,4.420990215,4.461537358
"CBX1",5.799203645,5.116841137,6.490964518,7.097031055,6.517283272,7.340843288,6.839517038,4.956282191,4.922865216,6.132819734,5.463458647,5.278332474
"CBX3",9.44484982,9.222884851,9.044142219,9.278481451,9.145400983,9.525560722,9.7740602,8.876831736,8.565751662,9.17140366,9.125436062,9.390715225
"CCAR1",4.905653037,4.768942803,4.782769894,4.89859605,4.721944323,4.8515402,5.038315848,4.871945802,4.633140299,4.96357286,5.225115744,4.775581466
"CCDC117",9.28576082,9.457876455,8.124226057,10.22312729,8.355849683,9.661785545,9.722119763,8.678185531,9.427608213,8.867821796,9.803469385,10.80605604
"CCDC124",6.341126029,6.231330892,5.777701613,7.400183331,6.629635813,6.922770932,6.601198947,6.026840524,6.50969788,7.397599838,6.829341527,6.578641624
"CCDC137",5.71751976,5.488028353,5.127377511,6.091437865,5.310268613,6.221402647,6.069114069,4.563555842,5.313695371,5.545110609,5.704037421,5.876721133
"CCDC142",8.947766955,8.519105943,8.293881927,8.742332917,8.790267667,9.055275759,8.672017833,8.845344758,8.730917039,8.031170711,9.37525615,8.729049083
"CCDC149",5.467133321,5.463458647,5.05478037,5.40510582,5.154333308,5.08416159,5.556265604,4.940776512,5.422804629,6.066199717,5.442638351,5.662371429
"CCDC167",9.049847328,8.067166111,7.830020237,9.646438964,8.984172075,8.766371493,9.931845914,8.404910884,8.99836834,9.368217678,9.662324065,9.549892734
"CCDC34",10.60202294,11.54186229,8.454549264,11.0094149,8.749553518,11.1351308,9.888226224,8.55859699,8.874239151,9.95539135,10.63070834,11.39599048
"CCDC6",9.729657908,9.614612929,9.591288442,10.68475181,9.857186517,10.15782223,9.40067766,9.494721497,9.368217678,10.33714272,9.706806713,9.827952219
"CCDC86",7.763540555,8.643327822,7.733428911,9.099914082,7.469405998,7.677111803,7.777895254,7.992468327,7.363514346,7.674341494,7.940280139,7.921961477
"CCDC93",4.713546385,4.526926026,4.660670356,6.469235551,4.551470675,4.812716036,4.41763703,4.833494665,4.559676685,4.754201206,4.56882738,4.573395131
"CCL2",8.141993867,8.145353519,9.551112466,8.622539859,10.51970084,7.479360733,8.122730266,10.98909987,9.687918386,10.2051933,7.792493665,8.428916371
"CCNA2",7.290751579,5.837894116,5.957976607,7.695627242,5.370292607,8.201899365,7.746423474,5.859320433,5.969035495,6.460178404,8.942536575,7.088621739
"CCNB1",6.143117983,5.548082089,4.592385625,5.828267672,4.389849827,5.714375357,5.798982101,4.617387827,4.86281363,4.936051539,5.958227957,5.94315023
"CCNB2",8.337120818,7.165437292,6.468104398,9.327212675,6.050535919,9.593215277,9.596849496,6.030166076,7.440788888,8.070706351,9.9281765,8.45323338
"CCND1",11.36030406,12.25333319,12.20759473,12.15477543,12.1825887,15.01797082,9.342162324,11.90661545,11.95738033,13.48980568,8.985136266,9.513762843
"CCNE1",8.149365463,5.464208024,5.06681678,8.171654401,5.129604025,5.280612717,8.289490236,5.323441743,5.062418967,6.879873404,5.370103651,7.547292255
"CCNE2",9.011833029,5.088132067,5.229605441,7.3157363,4.876707915,7.109612822,9.122091306,5.876463001,6.384915026,5.83013987,7.195523904,8.400538415
"CCNK",8.867321946,8.685405503,8.597804793,8.529033529,8.14982593,9.09782927,9.046653179,8.357967907,8.52295248,8.270166461,8.707235564,8.825799761
"CCT2",10.44966816,9.414680906,9.262286944,11.34026353,10.1338408,11.05889394,10.33135146,10.29976528,9.977940511,10.66934189,10.28023172,10.39079965
"CCT3",10.8176737,10.1338408,9.575257746,11.92839113,10.20926933,11.25410576,10.80356644,10.26527759,10.67169621,11.10470356,10.78074702,10.34254429
"CCT4",6.50969788,6.284732308,6.015028344,7.171323568,6.260792527,6.529692322,6.537195454,6.586954984,6.6489534,6.665207236,6.147916441,6.666091072
"CCT5",6.372960381,5.826832428,5.491303589,6.597401355,5.318834275,7.047546218,6.553231311,6.445747016,6.30552343,6.999007246,6.448841853,6.095192121
"CCT6A",8.85454711,9.078899828,8.332160708,8.783135168,7.882327914,8.448934847,8.575955646,7.88692596,7.976193238,8.863313317,7.898344358,8.155609747
"CCT7",11.09896552,10.1479597,10.34525207,12.39679827,11.12816176,11.70341082,11.33054453,10.96727641,10.67280114,11.08490019,10.93297983,11.14133868
"CD14",13.71007567,14.07918801,14.15977157,12.88943183,14.18968283,14.09725874,13.53843449,14.38078954,14.24112587,12.50293865,13.7164356,13.86142442
"CD163",9.033277375,9.920448556,12.88289199,9.292335503,11.97908712,9.454249868,9.053581398,10.98357613,11.22273838,8.570198611,8.592445584,9.714988445
"CD180",4.479012693,4.429917364,4.794005719,4.536241896,4.831775517,4.517967638,4.770117803,4.46380181,4.492896985,4.645408414,4.541901074,4.52950434
"CD1D",6.792703282,6.263808387,7.41265742,5.286779543,7.373517157,5.875517614,5.201836219,7.622085376,7.625480305,5.114187401,4.881825419,5.854704597
"CD300A",6.220310583,7.369094205,9.088372922,7.056861281,8.073162417,6.634875979,6.235255461,7.77221147,7.438766937,6.715166392,5.274377957,6.919134288
"CD300LB",4.524836518,4.85888624,4.606118406,4.629137963,4.595427689,4.597422981,4.452843694,4.519550292,4.595212476,4.542263916,4.607894062,4.640834943
"CD34",9.979419874,10.16641352,9.7326062,8.721212838,8.787304846,9.726205723,9.912114716,7.806542492,7.714257886,9.603433501,9.22777925,9.634658768
"CD4",6.158249372,6.927306813,7.942393468,5.653063111,7.0155488,5.848837762,6.340565306,6.796336007,7.215725161,5.775172176,5.693597404,6.430059133
"CD82",7.309996564,6.43702618,6.94969694,6.788162458,6.901469677,6.370618457,6.895171698,7.404275606,6.896998387,6.263808387,6.902093778,6.266605271
"CDAN1",13.01431451,13.72351896,13.58368027,12.13060661,12.31409834,11.54562939,12.72121247,12.352295,12.82430184,13.27795325,12.50026446,13.10268542
"CDC20",8.462076855,7.677466934,7.391731682,10.87312872,6.746977736,10.95052907,10.70636267,6.677913638,7.70710692,8.771544194,10.78655422,9.355569283
"CDC23",8.651959124,9.209399671,7.893829594,9.187144323,8.552696076,9.11982675,8.842406331,8.763080285,8.645982666,9.114476267,9.046199664,9.681987794
"CDC25B",9.057907806,8.143644002,9.223435289,9.016909555,8.404172056,10.05670891,10.30773207,8.741062782,8.60417778,9.535232876,10.23062512,9.924460192
"CDC25C",6.219143151,5.418390678,5.513158354,6.448515541,5.298277275,8.335447544,6.77898879,6.127441098,5.762276735,5.527687051,8.17933374,6.740015294
"CDC37L1",4.560749149,4.772203321,4.610954542,4.742279481,4.720347039,4.666644142,4.564083203,4.554801499,4.54894234,4.74481135,4.578342563,4.658403494
"CDC45",8.129313493,6.316427168,5.525412046,9.485308604,5.186349418,9.368217678,8.636483313,6.772638605,6.930221227,7.275765371,9.020090109,7.755768446
"CDC6",5.316199166,4.691683858,4.770751354,5.49878818,4.674446665,4.978701034,5.378556506,4.760095883,4.762505267,4.606309331,5.352914028,5.231715024
"CDCA3",6.649817693,5.589783598,4.903966953,7.076220129,4.836828992,7.323214794,6.044480933,4.634140594,4.686451521,5.422804629,6.572784515,6.143651946
"CDCA5",9.013900629,7.33577264,6.494965118,10.46915341,6.060060099,10.45537093,9.005610871,6.777301929,6.654059307,8.19249125,9.828560477,9.14279387
"CDCA7",8.577305269,6.321332071,5.722450028,9.640680431,5.263617432,9.24467186,8.305775969,5.104010241,5.303166019,8.869836743,7.407687407,7.940568813
"CDCA8",5.877195427,5.433184344,5.219692779,8.159243436,5.385550461,7.329982898,8.018829088,5.378045436,5.176947743,6.322674936,7.894213326,6.554184389
"CDHR2",5.519026095,6.331269418,6.980654277,6.24446556,7.216024574,5.285773992,7.11784808,7.58572647,8.020705415,5.839846031,5.488789833,6.598068675
"CDK1",8.210090648,6.538770397,6.171290152,7.806542492,5.550228779,8.688866631,7.501763611,5.463458647,5.578072284,6.700623247,8.679159338,6.614438915
